video_id,author_username,video_description,hashtags,suggested_words,file_name,video_timestamp,video_date
6988185257426128133,gma,Morgan Wallen is speaking out to address using a racial slur in a video that was leaked in February and the fallout that ensued. #news #morganwallen,"['news', 'morganwallen']","morgan wallen racist video, morgan wallen, morgan wallen saying the word, morgan wallen n the word, morgan wallen lil durk, Morgan Wallen Songs, morgan wallen interview, morgan wallen racist, morgan wallen gma, morganwallenthevoice",Sec2Gr3_77777.csv,2021-07-23T14:07:54,2021-07-23
7283179469001461035,nbcnews,"After wrapping ""#Scandal,"" #KerryWashington's parents asked her to visit because they had something important to tell her. She had previously shared her intention to appear on a show that features celebrities learning about their family history through #DNA testing.","['scandal,""', ""kerrywashington's"", 'dna']","shera kerry washington, kerry washington somali, kerry washington dna results, kerry washington interview, Kerrywashington, kerry washington dad, kerry washington sheraseven, sprinkle sprinkle lady kerry washington, dna results, kerry washington dna results east african",Sec2Gr3_77217.csv,2023-09-26T12:56:22,2023-09-26
6948100100992322821,cbsnews,A baby kangaroo is rescued from its mother’s pouch by a sanctuary after she was found dead on the side of the road in Australia. #news #australia,"['news', 'australia']","kangaroo pouch, Kangaroo, baby kangaroo, Animal, Wildlife Rescue, Australia Animals, kangaroo video, rescue, Pouch, australia",Sec2Gr3_77217.csv,2021-04-06T13:37:01,2021-04-06
7307673039922105643,wired,"Elmo is here to set the record straight, once and for all!  But nonetheless, that’s a pretty good impression of a New York accent, #Elmo.  #sesamestreet #newyorker #newyorkaccent #accent #balsamicvinegarelmo ","['elmo.', 'sesamestreet', 'newyorker', 'newyorkaccent', 'accent', 'balsamicvinegarelmo']","elmo, elmo funniest moments, elmo balsamicvinegar, elmo saying balsamic vinegar, elmo savage moments, elmo nyc accent, elmo rocco, elmo voice actor, elmo balsamic vinaigrette, elmo new york accent",Sec2Gr3_77217.csv,2023-12-01T12:03:48,2023-12-01
7306609553305652510,nbcnews,"Former President #JimmyCarter and former first lady #RosalynnCarter share their love story, in their own words, as she is remembered with a tribute service following her death a little over a week ago.","['jimmycarter', 'rosalynncarter']",,Sec2Gr3_77217.csv,2023-11-28T15:17:10,2023-11-28
7298840941484379438,ajplus,She used to create cultural content. Now she’s documenting war.  #Gaza #Israel #GazaUnderAttack #Palestine ,"['gaza', 'israel', 'gazaunderattack', 'palestine']",,Sec2Gr3_77217.csv,2023-11-07T16:50:41,2023-11-07
7304307972279110954,dailymail,Matt Rife hits back after his domestic violence joke in his Netflix special Natural Selection #fyp #mattrife #netflix #naturalselection #cancelled ,"['fyp', 'mattrife', 'netflix', 'naturalselection', 'cancelled']","matt rife, dave chappelle, dave chappelle comedy, matt rife and zendaya, matt rife wild n out, matt rife zendaya, matt rife dv joke clip, Matt Rife Comedy, Matt, matt rife comedy show",Sec2Gr3_77217.csv,2023-11-22T10:25:45,2023-11-22
7153344677251550510,nypost,Fake heiress #AnnaDelvey aka #AnnaSorokin was seen stepping out from house arrest in Manhattan ,"['annadelvey', 'annasorokin']","Anna Delvey Explained, anna delvey now, anna delvey gets caught scene, anna delvey, anna delvey netflix scenes, anna delvey netflix, anna sorokin, anna sorokin now, anna delvey gets caught movie scene, anna delvey case",Sec2Gr3_77217.csv,2022-10-11T15:50:53,2022-10-11
7190552119026502958,voguemagazine,"On the latest episode of #TheRunThrough, Vogue’s podcast hosts #ChiomaNnadi and #ChloeMalle pay a visit to #annadelvey in her East Village apartment. Currently on house arrest, a Manhattan jury convicted her in 2019 on one count of attempted grand larceny, three counts of grand larceny and four counts of theft services. Tap the link in our bio to listen to the full episode.","['therunthrough,', 'chiomannadi', 'chloemalle', 'annadelvey']","anna delvey now, anna delvey, anna delvey gets caught scene, anna delvey case explained, Anna Delvey Explained, julia garner, anna delvey netflix, anna delvey in real life, anna delvey vogue, anna delvey story",Sec2Gr3_77217.csv,2023-01-19T21:14:51,2023-01-19
7301777464840277294,nfl,voice of an angel 🥹 #traviskelce #jasonkelce #kansascitychiefs #nfl #aphillyspecialchristmas @Philly Special Christmas ,"['traviskelce', 'jasonkelce', 'kansascitychiefs', 'nfl', 'aphillyspecialchristmas']","travis kelce singing, travis kelce, jason kelce singing, travis kelce taylor swift, Taylor Swift, eagles christmas song, Jason Kelce, philly christmas song, philly christmas special, travis and jason christmas song",Sec2Gr3_77217.csv,2023-11-15T14:46:05,2023-11-15
